F/S/C,A-L,,,mm/dd/yyyy,mm/dd/yyyy,mm/dd/yyyy,Initials,"Dry masses (g), to 0.1",,,,,,,
F,J,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.1,0.0,1.5,3.0,NA,0.3,9.1,
F,K,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.1,0.1,1.7,2.2,NA,0.0,8.5,
F,L,2020,365,12/30/2020,3/14/2023,12/11/2024,AES,0.2,0.0,3.1,0.5,NA,0.3,9.1,
C,A,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,2.2,1.7,
C,B,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,3.8,3.6,
C,C,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,10.7,5.8,
C,D,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.1,4.7,1.3,
C,E,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.8,2.8,0.9,
C,F,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,4.3,2.0,
C,G,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,3.6,0.8,
C,H,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.8,11.4,1.1,
C,I,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,1.5,1.8,
C,J,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.7,3.3,0.1,
C,K,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,2.2,0.6,
C,L,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.0,0.2,0.7,
F,A,2021,68,3/9/2021,1/24/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,15.1,2.2,
F,B,2021,68,3/9/2021,1/24/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,3.4,1.2,
F,C,2021,68,3/9/2021,1/24/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,3.4,1.8,
F,D,2021,68,3/9/2021,1/24/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,0.0,0.0,
F,E,2021,68,3/9/2021,1/24/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,9.9,1.3,
F,F,2021,68,3/9/2021,1/24/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,1.7,1.4,
F,G,2021,68,3/9/2021,1/24/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,1.6,4.0,
F,H,2021,68,3/9/2021,1/24/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,2.0,2.4,
F,I,2021,68,3/9/2021,1/24/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,1.3,2.7,
F,J,2021,68,3/9/2021,1/24/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,2.7,0.8,
F,K,2021,68,3/9/2021,1/24/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,8.0,2.1,
F,L,2021,68,3/9/2021,1/24/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,3.8,1.2,
S,A,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.8,0.1,0.4,
S,B,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.6,13.8,4.4,
S,C,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.3,16.0,0.7,
S,D,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,5.4,1.0,
S,E,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,1.6,1.5,
S,F,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,3.9,1.0,
S,G,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,5.4,1.7,
S,H,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,4.8,1.6,
S,I,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,110.5,9.1,
S,J,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,2.6,1.3,
S,K,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,2.9,3.5,
S,L,2021,68,3/9/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,3.0,1.8,
C,A,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.6,0.4,0.9,
C,B,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.9,1.2,1.4,
C,C,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,3.9,2.8,
C,D,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.9,0.3,0.7,
C,E,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.0,2.3,
C,F,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,5.3,1.6,
C,G,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,0.2,0.6,
C,H,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.5,0.4,
C,I,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.3,0.2,0.6,
C,J,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.0,0.6,
C,K,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,0.1,0.8,
C,L,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.3,144.5,2.4,
S,A,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.1,1.2,
S,B,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.6,0.8,1.5,
S,C,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.0,1.0,
S,D,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,0.0,1.1,
S,E,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,0.0,1.2,
S,F,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,1.4,1.2,
S,G,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.5,1.4,
S,H,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.3,1.3,3.0,
S,I,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,0.0,1.7,
S,J,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,0.0,1.3,
S,K,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.0,1.4,
S,L,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.1,2.6,
F,A,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.0,1.5,
F,B,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,1.3,1.1,
F,C,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.0,1.4,
F,D,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,0.0,1.1,
F,E,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.6,0.0,1.2,
F,F,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.0,2.0,
F,G,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,0.3,3.8,
F,H,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,0.0,2.0,
F,I,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,0.4,1.2,
F,J,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,7.0,2.4,
F,K,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,0.0,2.1,
F,L,2021,96,4/6/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.3,0.0,1.4,
C,A,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,1.5,14.4,
C,B,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,2.7,16.5,
C,C,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,23.2,17.2,
C,D,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,3.9,13.9,
C,E,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,1.5,16.2,
C,F,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,3.5,6.6,17.5,
C,G,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,0.4,14.1,
C,H,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.3,2.3,14.4,
C,I,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.7,0.4,20.3,
C,J,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,1.9,17.2,
C,K,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.0,12.0,
C,L,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.0,1.4,11.5,
F,A,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,89.8,22.9,
F,B,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,1.4,26.0,
F,C,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.4,1.4,31.0,
F,D,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.0,1.8,22.3,
F,E,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.5,9.0,22.8,
F,F,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.0,12.3,34.3,
F,G,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.5,7.3,19.7,
F,H,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,2.3,1.2,24.3,
F,I,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.5,0.5,22.5,
F,J,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.4,1.6,22.5,
F,K,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.8,2.5,25.7,
F,L,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.3,1.0,23.5,
S,A,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.2,3.9,21.2,
S,B,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.9,1.5,24.3,
S,C,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,2.4,3.1,27.0,
S,D,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.2,0.0,27.2,
S,E,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,1.1,29.7,
S,F,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,0.9,25.7,
S,G,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.7,0.0,23.2,
S,H,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.0,5.9,19.7,
S,I,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.6,24.1,28.7,
S,J,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,5.2,23.4,
S,K,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,4.6,2.8,17.3,
S,L,2021,148,5/28/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,5.1,17.4,
C,A,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,3.0,1.9,3.3,
C,B,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,4.5,0.0,3.9,
C,C,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,2.6,0.0,4.5,
C,D,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,3.0,0.0,2.6,
C,E,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,2.4,2.4,3.7,
C,F,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,5.1,4.5,3.5,
C,G,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,7.1,1.6,3.3,
C,H,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,0.7,3.2,
C,I,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.1,0.0,4.5,
C,J,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.7,0.0,5.0,
C,K,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.7,0.0,1.7,
C,L,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,2.4,0.4,1.6,
F,A,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.1,0.2,4.1,
F,B,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.8,0.6,5.9,
F,C,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.7,0.0,6.4,
F,D,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.3,1.4,3.6,
F,E,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.9,0.6,3.8,
F,F,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,0.1,4.4,
F,G,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,0.4,2.0,
F,H,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.3,0.3,3.6,
F,I,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.1,0.5,2.8,
F,J,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.7,0.0,4.2,
F,K,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,6.8,1.6,4.0,
F,L,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.8,0.0,3.4,
S,A,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.0,0.0,3.1,
S,B,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.3,0.0,3.6,
S,C,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.2,0.0,3.8,
S,D,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.8,16.6,4.6,
S,E,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.3,0.2,4.8,
S,F,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.3,0.0,4.5,
S,G,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.1,0.0,4.4,
S,H,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,2.6,2.0,3.5,
S,I,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,1.0,5.2,6.4,
S,J,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,7.7,5.9,6.4,
S,K,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,2.0,0.3,3.6,
S,L,2021,176,6/25/2021,1/4/2024,12/12/2024,AES,NA,NA,NA,NA,0.5,0.0,1.6,
F,A,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,15.7,3.5,1.4,
F,B,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,12.3,0.8,0.6,
F,C,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,11.1,0.6,2.2,
F,D,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,11.6,15.8,1.2,
F,E,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,10.3,1.9,2.0,
F,F,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,19.5,0.6,1.1,
F,G,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,12.7,3.0,0.7,
F,H,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,18.6,1.2,0.9,
F,I,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,16.1,2.6,2.2,
F,J,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,13.8,4.3,1.6,
F,K,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,13.2,4.4,0.7,
F,L,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,24.1,16.2,4.6,
S,A,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,10.3,0.8,3.2,
S,B,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,11.1,2.9,0.7,
S,C,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,23.4,10.1,12.2,
S,D,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,13.2,0.9,1.8,
S,E,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,14.7,7.6,12.6,
S,F,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,16.6,6.2,1.9,
S,G,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,12.6,1.4,0.5,
S,H,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,16.7,8.3,3.2,
S,I,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,23.0,3.7,5.0,
S,J,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,18.1,2.5,0.2,
S,K,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,10.8,2.3,1.0,
S,L,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,16.2,8.8,0.3,
C,A,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,12.6,3.3,0.4,
C,B,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,12.2,1.4,0.5,
C,C,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,8.3,1.6,4.0,
C,D,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,7.0,0.0,1.1,
C,E,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,5.0,0.0,2.5,
C,F,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,5.7,0.9,6.0,
C,G,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,8.8,1.5,6.5,
C,H,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,11.3,9.5,4.5,
C,I,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,5.7,17.7,1.0,
C,J,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,4.7,6.0,5.8,
C,K,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,3.7,0.0,0.4,
C,L,2021,236,8/24/2021,1/5/2024,12/12/2024,AES,NA,NA,NA,NA,4.8,0.3,0.4,
F,A,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.1,6.1,0.3,3.1,NA,0.9,0.0,
F,B,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.3,5.2,0.5,1.6,NA,1.8,4.5,
F,C,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.5,7.9,0.4,1.5,NA,1.0,0.1,
F,D,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.0,3.1,1.1,0.7,NA,0.0,0.3,
F,E,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.1,2.7,0.6,1.3,NA,0.5,0.1,
F,F,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.1,5.9,0.4,1.2,NA,0.7,0.2,
F,G,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.3,1.7,2.4,3.7,NA,1.1,3.1,
F,H,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.1,3.8,0.6,2.4,NA,0.3,0.5,
F,I,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.0,1.3,1.4,2.0,NA,0.0,0.2,
F,J,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.2,4.1,1.5,0.7,NA,0.2,5.3,
F,K,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.6,8.9,1.4,2.0,NA,12.3,6.5,
F,L,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.3,11.7,1.6,1.6,NA,4.9,4.6,
S,A,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.6,4.8,1.1,1.6,NA,2.3,0.2,
S,B,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.5,2.6,0.5,1.0,NA,0.2,5.0,
S,C,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.2,3.0,0.6,1.6,NA,0.0,0.0,
S,D,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.0,3.1,0.4,2.8,NA,1.1,0.5,
S,E,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.2,2.0,1.3,1.9,NA,0.3,0.1,
S,F,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.1,7.4,0.7,1.9,NA,4.5,8.6,
S,G,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.0,5.3,1.8,0.7,NA,0.2,0.2,
S,H,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.8,2.9,2.5,8.2,NA,0.4,0.5,
S,I,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.1,4.0,1.0,2.4,NA,0.4,2.8,
S,J,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.0,5.3,2.0,1.3,NA,0.1,0.3,
S,K,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.1,2.2,1.1,1.3,NA,0.0,0.2,
S,L,2021,281,10/8/2021,10/20/2021,11/12/2021,EP,0.3,2.4,1.2,6.1,NA,0.2,0.1,
C,A,2021,281,10/8/2021,10/21/2021,11/29/2021,EP,1.5,2.0,1.7,6.3,NA,1.4,0.0,
C,B,2021,281,10/8/2021,10/21/2021,11/29/2021,EP,1.4,3.0,1.8,6.8,NA,3.8,0.0,
C,C,2021,281,10/8/2021,10/21/2021,11/29/2021,EP,0.3,1.2,4.0,1.8,NA,0.6,1.0,
C,D,2021,281,10/8/2021,10/21/2021,11/29/2021,EP,0.2,2.5,1.4,1.3,NA,0.3,1.4,
C,E,2021,281,10/8/2021,10/21/2021,11/29/2021,EP,0.1,1.3,2.3,5.9,NA,0.4,1.2,
C,F,2021,281,10/8/2021,10/21/2021,11/29/2021,EP,0.3,1.9,1.4,2.0,NA,0.1,0.1,
C,G,2021,281,10/8/2021,10/21/2021,11/29/2021,EP,0.0,1.2,1.9,5.1,NA,0.4,2.2,
C,H,2021,281,10/8/2021,10/21/2021,11/29/2021,EP,0.0,2.5,1.2,5.6,NA,4.1,2.2,
C,I,2021,281,10/8/2021,10/21/2021,11/29/2021,EP,0.0,1.3,2.3,8.0,NA,1.0,1.1,
C,J,2021,281,10/8/2021,10/21/2021,11/29/2021,EP,0.6,1.7,0.5,4.7,NA,2.7,0.0,
C,K,2021,281,10/8/2021,10/21/2021,11/29/2021,EP,0.9,1.1,3.3,3.5,NA,0.2,0.0,
C,L,2021,281,10/8/2021,10/21/2021,11/29/2021,EP,0.8,0.8,1.0,3.2,NA,0.0,0.0,
F,A,2021,288,10/15/2021,11/22/2021,11/29/2021,EP,0.0,3.9,0.7,0.6,NA,0.0,0.0,
F,B,2021,288,10/15/2021,11/22/2021,11/29/2021,EP,0.3,3.0,0.0,0.7,NA,0.0,0.0,
F,C,2021,288,10/15/2021,11/22/2021,11/29/2021,EP,0.1,2.9,0.0,1.0,NA,0.0,0.0,
F,D,2021,288,10/15/2021,11/22/2021,11/29/2021,EP,0.0,4.9,1.0,1.6,NA,0.2,0.0,
F,E,2021,288,10/15/2021,11/22/2021,11/29/2021,EP,0.0,1.4,0.1,0.3,NA,0.0,0.0,
F,F,2021,288,10/15/2021,11/22/2021,11/29/2021,EP,0.1,2.8,0.9,0.7,NA,0.0,0.1,
F,G,2021,288,10/15/2021,11/22/2021,11/29/2021,EP,0.1,0.6,0.3,0.1,NA,0.0,3.3,
F,H,2021,288,10/15/2021,11/22/2021,11/29/2021,EP,0.2,3.2,0.3,0.4,NA,0.1,0.1,
F,I,2021,288,10/15/2021,11/22/2021,11/29/2021,EP,0.0,2.5,0.5,0.1,NA,0.1,0.4,
F,J,2021,288,10/15/2021,11/22/2021,11/29/2021,EP,0.0,3.5,0.2,0.7,NA,0.0,2.4,
F,K,2021,288,10/15/2021,11/22/2021,11/29/2021,EP,0.0,7.3,0.5,0.8,NA,0.4,1.8,
F,L,2021,288,10/15/2021,11/22/2021,11/29/2021,EP,0.0,3.9,0.2,0.5,NA,0.1,0.0,
S,A,2021,288,10/15/2021,10/21/2021,11/29/2021,EP,0.2,3.4,0.1,0.4,NA,0.0,0.1,
S,B,2021,288,10/15/2021,10/21/2021,11/29/2021,EP,0.2,2.3,0.2,0.1,NA,1.0,0.1,
S,C,2021,288,10/15/2021,10/21/2021,11/29/2021,EP,0.2,2.7,0.0,0.1,NA,0.0,0.0,
S,D,2021,288,10/15/2021,10/21/2021,11/29/2021,EP,0.1,2.3,0.0,0.1,NA,0.0,0.0,
S,E,2021,288,10/15/2021,10/21/2021,11/29/2021,EP,0.0,3.0,0.1,0.0,NA,0.0,0.0,
S,F,2021,288,10/15/2021,10/21/2021,11/29/2021,EP,0.2,3.0,0.2,0.9,NA,0.0,0.0,
